"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @SweatbandActive: #Win this #HEAD Pro #Tennis Racket worth ¬£149.99! RT&amp;F with @Tennis_Training &amp; #lovetennis   https://t.co/q7U7PcbJWF #‚Ä¶",FALSE,0,NA,2017-04-08 03:21:30,FALSE,NA,"850549133781893121",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","QM2fan",25,TRUE,FALSE,NA,NA
"2","RT @cmail_sport: US Davis Cup #tennis captain Jim Courier throws a shaken Jack Sock back into action for crucial doubles match https://t.co‚Ä¶",FALSE,0,NA,2017-04-08 03:20:59,FALSE,NA,"850549004324618240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PMalone_CMail",2,TRUE,FALSE,NA,NA
"3","What We Can Learn From Roger Federer‚Äôs Recent Winning Streak https://t.co/bwSgly5B3h #tennis",FALSE,0,NA,2017-04-08 03:20:47,FALSE,NA,"850548955096031232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mwhc",0,FALSE,FALSE,NA,NA
"4","RT @paddyspower1: best odds in the UK 2
#football #golf #tennis
#PremierLeague
#Millwall #mufc
#maidstone #NUFC
#nffc #ncfc #LFC
@ https://‚Ä¶",FALSE,0,NA,2017-04-08 03:19:50,FALSE,NA,"850548714519355392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nikkichickii02",7,TRUE,FALSE,NA,NA
"5","RT @TennisExpress: Do you want a $50 #Tennis Express gift card? Silly question, right? RETWEET and FOLLOW for a chance to win! https://t.co‚Ä¶",FALSE,0,NA,2017-04-08 03:18:42,FALSE,NA,"850548428925022208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jeditacos47",180,TRUE,FALSE,NA,NA
"6","RT @ImproveTennis: The fifth set is not about #tennis, it's about nerves.",FALSE,0,NA,2017-04-08 03:18:17,FALSE,NA,"850548322146414592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dianejdobbs",15,TRUE,FALSE,NA,NA
"7","RT @TennisExpress: Do you want a $50 #Tennis Express gift card? Silly question, right? RETWEET and FOLLOW for a chance to win! https://t.co‚Ä¶",FALSE,0,NA,2017-04-08 03:18:07,FALSE,NA,"850548281981767680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Micro_05",180,TRUE,FALSE,NA,NA
"8","WTA #Tennis Results &amp; Photos From The #MonterreyOpen Tennis Tournament In Mexico
https://t.co/LhCjSSiRyT‚Ä¶ https://t.co/c7vRAOPvVL",FALSE,0,NA,2017-04-08 03:17:35,TRUE,NA,"850548148657205248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","10sBalls_com",0,FALSE,FALSE,NA,NA
"9","RT @paddyspower1: best odds in the UK #F1 3
#football #golf #tennis
#PremierLeague #oldham
#oxford #Pafc #pvfc
 #Peterhead #QPR #WBA
@ http‚Ä¶",FALSE,0,NA,2017-04-08 03:14:48,FALSE,NA,"850547448279965696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shazzy_598",10,TRUE,FALSE,NA,NA
"10","https://t.co/GHkM3eDoLl

#tennis #Tennis [The Sunday Dispatch]PITTSTON ‚Äì As a 20-year-old making her debut as a varsity head coach, Elaina‚Ä¶",FALSE,0,NA,2017-04-08 03:12:19,FALSE,NA,"850546821730635776",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","jtennis_en",0,FALSE,FALSE,NA,NA
"11","https://t.co/XXtkwEFpgM

#tennis #Tennis [YAHOO Sports]Caroline Wozniacki and Mirjana Lucic-Baroni booked their spots in the Volvo Car Ope‚Ä¶",FALSE,1,NA,2017-04-08 03:12:18,FALSE,NA,"850546820237406208",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","jtennis_en",0,FALSE,FALSE,NA,NA
"12","https://t.co/KLOAp0zdxl

#tennis #Tennis [KBTX]COLLEGE STATION, Texas ‚Äì Texas A&amp;M senior Rachel Pierson posted the highest ranked singles ‚Ä¶",FALSE,0,NA,2017-04-08 03:12:18,FALSE,NA,"850546818631053313",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","jtennis_en",0,FALSE,FALSE,NA,NA
"13","RT @qoachco: Learn Tennis Like #RogerFederer, https://t.co/j5l4mf5fKo
#Federer #tennis https://t.co/XMOQULTEqv",FALSE,0,NA,2017-04-08 03:12:15,FALSE,NA,"850546805175533568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mwhc",1,TRUE,FALSE,NA,NA
"14","#Tennis Serena Williams Pants L Zipper Accent Relaxed Pants Olive Green NEW NWOT https://t.co/ORXbs9wPL4 #SerenaWilliams",FALSE,0,NA,2017-04-08 03:11:38,FALSE,NA,"850546648837115905",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","NovakDjokovic_i",0,FALSE,FALSE,NA,NA
"15","Make Your Mind Your Best Ally In A #Tennis Game https://t.co/2rY58koqQk #TennisStrategies #LearnTennis",FALSE,0,NA,2017-04-08 03:10:06,FALSE,NA,"850546265255555072",NA,"<a href=""http://www.childrensorthopaedics.com"" rel=""nofollow"">OrthopApp</a>","ImproveTennis",0,FALSE,FALSE,NA,NA
"16","World No.1 Kerber vs Defending Champion Watson In Monterrey #tennis @WTA: World No.1 Angelique Kerber versus‚Ä¶ https://t.co/pa0OoaNMrM",FALSE,0,NA,2017-04-08 03:10:04,FALSE,NA,"850546254761283585",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","tennisfeeds_",0,FALSE,FALSE,NA,NA
"17","#Bet365 - ¬£10 to ¬£200  (They match your Deposit instantly) sign up https://t.co/NCrYbVfqWR  #footy #golf #tennis https://t.co/vLVh8Xz9Ru",FALSE,0,NA,2017-04-08 03:09:12,FALSE,NA,"850546037873942530",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","FreeBetFinders",0,FALSE,FALSE,NA,NA
"18","RT @paddyspower1: best odds in the UK 2
#football #golf #tennis
#PremierLeague
#Millwall #mufc
#maidstone #NUFC
#nffc #ncfc #LFC
@ https://‚Ä¶",FALSE,0,NA,2017-04-08 03:08:29,FALSE,NA,"850545855618846720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nlcholaslemm",7,TRUE,FALSE,NA,NA
"19","RT @paddyspower1: best odds in the UK #F1 3
#football #golf #tennis
#PremierLeague #oldham
#oxford #Pafc #pvfc
 #Peterhead #QPR #WBA
@ http‚Ä¶",FALSE,0,NA,2017-04-08 03:08:14,FALSE,NA,"850545794981801985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","medic1576",10,TRUE,FALSE,NA,NA
"20","RT @paddyspower1: best odds in the UK 2
#football #golf #tennis
#PremierLeague
#Millwall #mufc
#maidstone #NUFC
#nffc #ncfc #LFC
@ https://‚Ä¶",FALSE,0,NA,2017-04-08 03:07:14,FALSE,NA,"850545541549359105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UnltedVocals",7,TRUE,FALSE,NA,NA
"21","RT @cmail_sport: US Davis Cup #tennis captain Jim Courier throws a shaken Jack Sock back into action for crucial doubles match https://t.co‚Ä¶",FALSE,0,NA,2017-04-08 03:00:29,FALSE,NA,"850543845691367424",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","couriermail",2,TRUE,FALSE,NA,NA
"22","US Davis Cup #tennis captain Jim Courier throws a shaken Jack Sock back into action for crucial doubles match https://t.co/lWZBjHIcNK",FALSE,0,NA,2017-04-08 03:00:24,FALSE,NA,"850543824346595328",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","cmail_sport",2,FALSE,FALSE,NA,NA
"23","Angie beats Heather Watson 6-4 6-4. Ì†ΩÌ∏ä‚ù§Ô∏èÌ†ºÌææ
Plays @CarlaSuarezNava in the SF. 
@AngeliqueKerber #TeamAngie #WTA‚Ä¶ https://t.co/RLLz7BWiub",FALSE,3,NA,2017-04-08 03:00:24,TRUE,NA,"850543824019623936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","katja_tennis",0,FALSE,FALSE,NA,NA
"24","RT @TennisExpress: Do you want a $50 #Tennis Express gift card? Silly question, right? RETWEET and FOLLOW for a chance to win! https://t.co‚Ä¶",FALSE,0,NA,2017-04-08 02:58:29,FALSE,NA,"850543342752583680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allsweaty",180,TRUE,FALSE,NA,NA
"25","RT @TennisExpress: Do you want a $50 #Tennis Express gift card? Silly question, right? RETWEET and FOLLOW for a chance to win! https://t.co‚Ä¶",FALSE,0,NA,2017-04-08 02:56:42,FALSE,NA,"850542892661837825",NA,"<a href=""http://ewfewDFL3IKMQKL3G9WBwefew.re"" rel=""nofollow"">1G3XS576C421AE9</a>","StephanKeith_",180,TRUE,FALSE,NA,NA
"26","RT @paddyspower1: best odds in the UK 2
#football #golf #tennis
#PremierLeague
#Millwall #mufc
#maidstone #NUFC
#nffc #ncfc #LFC
@ https://‚Ä¶",FALSE,0,NA,2017-04-08 02:56:19,FALSE,NA,"850542796222205958",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VailPllates",7,TRUE,FALSE,NA,NA
"27","RT @paddyspower1: best odds in the UK #F1 3
#football #golf #tennis
#PremierLeague #oldham
#oxford #Pafc #pvfc
 #Peterhead #QPR #WBA
@ http‚Ä¶",FALSE,0,NA,2017-04-08 02:55:21,FALSE,NA,"850542551039791105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FSOHRevlews",10,TRUE,FALSE,NA,NA
"28","#Tennis Serena Williams Top S Short Sleeve V-Neck High-Low Hem Tee Ivory https://t.co/1ufKa43Kv6 #SerenaWilliams",FALSE,0,NA,2017-04-08 02:55:07,FALSE,NA,"850542492864831488",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","NovakDjokovic_i",0,FALSE,FALSE,NA,NA
"29","RT @TennisExpress: Do you want a $50 #Tennis Express gift card? Silly question, right? RETWEET and FOLLOW for a chance to win! https://t.co‚Ä¶",FALSE,0,NA,2017-04-08 02:55:07,FALSE,NA,"850542491887484928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bases03",180,TRUE,FALSE,NA,NA
"30","RT @TennisExpress: Do you want a $50 #Tennis Express gift card? Silly question, right? RETWEET and FOLLOW for a chance to win! https://t.co‚Ä¶",FALSE,0,NA,2017-04-08 02:54:30,FALSE,NA,"850542340246827011",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lisat1234",180,TRUE,FALSE,NA,NA
